property_id,assessor_parcel_id,pin,site_address,zip_code,council_district,community_plan_area,neighborhood_council,base_zoning,base_zoning_description,full_zoning_code,general_plan_land_use,specific_plan_area,overlay_count,lot_size_sqft,building_size_sqft,year_built,number_of_units,use_code,assessed_land_value,assessed_improvement_value,total_assessed_value,toc_eligible,opportunity_zone,high_quality_transit,residential_market_area,commercial_market_area,methane_zone,flood_zone,fault_zone,rent_stabilization,housing_replacement_required,data_completeness_score
917,2106-025-011,189B113 706,19833 W HEMMINGWAY ST,91306,CD 3 - Bob Blumenfield,Canoga Park - Winnetka - Woodland Hills - West Hills,Winnetka,R1,Single Family Residential,R1-1,Low Residential,,0,5249.8,1525.0,1963.0,1.0,0100 - Residential - Single Family Residence,21265.0,68126.0,89391.0,True,Not Eligible,Yes,Medium,Medium,,Outside Flood Zone,,No [APN: 2106025011],,87.5
918,2044-001-905,174B093 417,,,CD 3 - Bob Blumenfield,Canoga Park - Winnetka - Woodland Hills - West Hills,Woodland Hills-Warner Center,RA-1,,RA-1,Very Low Residential,,0,1649.9,,,,880V - Miscellaneous - Government Owned Property - Vacant Land,0.0,0.0,0.0,False,Not Eligible,,Medium,Medium,,Outside Flood Zone,,No [APN: 2044001905],,65.6
919,2646-016-002,204B157 1057,10071 N LAUREL CANYON BLVD,91331,CD 7 - Monica Rodriguez,Arleta - Pacoima,Pacoima,R1,Single Family Residential,R1-1,Low Residential,,0,7725.6,845.0,1939.0,1.0,0100 - Residential - Single Family Residence,162996.0,78354.0,241350.0,True,Not Eligible,Yes,Low,Medium,Methane Zone,Outside Flood Zone,,No [APN: 2646016002],,90.6
920,5666-024-007,165A225 15,,,CD 14 - Ysabel Jurado,Northeast Los Angeles,Eagle Rock,A1,Agricultural,A1-1XL-HCR,Open Space,,0,59484.5,,,,010V - Residential - Single Family Residence - Vacant Land,16320.0,0.0,16320.0,False,Not Eligible,,Medium,Medium,,Outside Flood Zone,,No [APN: 5666024007],,68.8
921,6039-001-028,094-5A199 126,9117 S MENLO AVE,90044,CD 8 - Marqueece Harris-Dawson,South Los Angeles,Empowerment Congress Southeast,R2,Two Family Residential,R2-1,Low Medium I Residential,SOUTH LOS ANGELES ALCOHOL SALES,2,5202.6,1332.0,1971.0,1.0,0100 - Residential - Single Family Residence,138986.0,89892.0,228878.0,True,Not Eligible,Yes,Low,Low,,Outside Flood Zone,,No [APN: 6039001028],Yes,93.8
922,2443-021-055,168B189 66,,,,,,,,,,,0,6662.5,2711.0,1940.0,1.0,0100 - Residential - Single Family Residence,503235.0,296898.0,800133.0,False,Not Eligible,Yes,,,,Outside Flood Zone,,No [APN: 2443021055],,53.1
923,7445-017-041,021B193 71,1137 W VIA SEBASTIAN,90732,CD 15 - Tim McOsker,San Pedro,Northwest San Pedro,R1,Single Family Residential,R1-1XL,Low II Residential,,0,10297.6,2506.0,1977.0,1.0,0101 - Residential - Single Family Residence - Pool,554983.0,260320.0,815303.0,False,Not Eligible,Yes,Low,Medium,,Outside Flood Zone,,No [APN: 7445017041],,87.5
924,2669-005-012,204B141 516,15931 W LEMARSH ST,91343,CD 12 - John Lee,Granada Hills - Knollwood,Granada Hills South,RS-1,,RS-1,Low I Residential,,0,7905.8,1773.0,1957.0,1.0,0100 - Residential - Single Family Residence,18575.0,74258.0,92833.0,False,Not Eligible,,Low,Low,,Outside Flood Zone,,No [APN: 2669005012],,81.2
925,5122-008-014,118-5A203 53,,,CD 9 - Curren D. Price Jr.,Southeast Los Angeles,South Central,M1,Limited Industrial,M1-2,Limited Industrial,SOUTH LOS ANGELES ALCOHOL SALES,2,3747.2,2500.0,1908.0,0.0,1100 - Commercial - Store - One Story,448355.0,226780.0,675135.0,True,Not Eligible,Yes,Low,"Low if plans submitted after 2/17/2021, otherwise exempt",Methane Buffer Zone,500 Yr,,No [APN: 5122008014],,87.5
926,5115-034-025,112-5A209 19,1127 1/2 E VERNON AVE,90011,CD 9 - Curren D. Price Jr.,Southeast Los Angeles,Central Alameda,C2,General Commercial,C2-2D-CPIO,Community Commercial,SOUTH LOS ANGELES ALCOHOL SALES,3,5834.3,936.0,1903.0,1.0,1210 - Commercial - Store Combination - Store and Residential Combination - One Story,308400.0,100475.0,408875.0,True,Not Eligible,Yes,Low,"Low if plans submitted after 2/17/2021, otherwise exempt",,Outside Flood Zone,,Yes [APN: 5115034025],Yes,93.8
927,5205-014-016,139-5A221 55,200 N AVE 25,90031,CD 1 - Eunisses Hernandez,Northeast Los Angeles,Lincoln Heights,UV(CA),,UV(CA),Hybrid Industrial,CORNFIELD / ARROYO SECO,3,5985.0,1018.0,1902.0,1.0,"0200 - Residential - Double, Duplex, or Two Units - 4 Stories or Less",349873.0,135281.0,485154.0,True,Not Eligible,Yes,Medium,Medium,,Outside Flood Zone,,Yes [APN: 5205014016],,87.5
928,4005-009-022,105B185 159,3137 W 59TH PL,90043,CD 8 - Marqueece Harris-Dawson,West Adams - Baldwin Hills - Leimert,Park Mesa Heights,R1,Single Family Residential,R1-1,Low II Residential,SOUTH LOS ANGELES ALCOHOL SALES,2,5418.2,1120.0,2021.0,1.0,Not Available,207179.0,191243.0,398422.0,True,Not Eligible,Yes,Medium,Medium,,500 Yr,,Yes [APN: 4005009022],,90.6
929,2284-015-043,165B137 69,4418 N BERGAMO DR,91436,CD 4 - Nithya Raman,Encino - Tarzana,Encino,RE,Residential Estate,RE15-1-H,Very Low II Residential,,0,30099.9,3241.0,1957.0,1.0,0101 - Residential - Single Family Residence - Pool,1065682.0,673934.0,1739616.0,False,Not Eligible,Yes,Medium,Medium,,Outside Flood Zone,,No [APN: 2284015043],,87.5
930,4411-021-012,123B129 186,14946 W ALVA DR,90272,CD 11 - Traci Park,Brentwood - Pacific Palisades,,RE,Residential Estate,RE11-1,Very Low II Residential,,0,12166.6,6101.0,1931.0,1.0,0101 - Residential - Single Family Residence - Pool,3770095.0,1778315.0,5548410.0,False,Not Eligible,,High,High,,Outside Flood Zone,,No [APN: 4411021012],,81.2
931,2024-003-025,183B101 414,22040 W HART ST,91303,CD 3 - Bob Blumenfield,Canoga Park - Winnetka - Woodland Hills - West Hills,Canoga Park,R1,Single Family Residential,R1-1-RIO,Low Residential,,1,6146.1,490.0,1957.0,1.0,Not Available,532338.0,209826.0,742164.0,True,Not Eligible,Yes,Medium,Medium,,Outside Flood Zone,,Yes [APN: 2024003025],,87.5
933,5156-021-034,138A203 380,2737 W GLASSELL ST,90026,CD 13 - Hugo Soto-Martinez,Westlake,Rampart Village,RD1,,RD1.5-1,Low Medium Residential,,0,4800.0,1406.0,1931.0,1.0,0100 - Residential - Single Family Residence,265560.0,129073.0,394633.0,True,Not Eligible,Yes,Medium,Medium,Methane Zone,Outside Flood Zone,,No [APN: 5156021034],Yes,90.6
935,4262-031-004,123B149 200,2012 S STONER AVE,90025,CD 11 - Traci Park,West Los Angeles,West Los Angeles Sawtelle,HR(EC),,HR(EC),Hybrid Industrial,WEST LOS ANGELES TRANSPORTATION IMPROVEMENT AND MITIGATION,2,5000.1,1944.0,1948.0,0.0,3100 - Industrial - Light Manufacturing - One Story,496405.0,15952.0,512357.0,True,Not Eligible,Yes,High,High,,Outside Flood Zone,,No [APN: 4262031004],,87.5
936,7406-034-012,039B205 697,,,,,,,,,,,0,5168.9,1708.0,1964.0,1.0,0100 - Residential - Single Family Residence,182793.0,159977.0,342770.0,False,Not Eligible,,,,Methane Zone,Outside Flood Zone,,No [APN: 7406034012],,53.1
937,6050-025-019,091-5A207 14,612 E 99TH ST,90002,CD 8 - Marqueece Harris-Dawson,Southeast Los Angeles,Empowerment Congress Southeast,RD2,,RD2-1,Low Medium II Residential,SOUTH LOS ANGELES ALCOHOL SALES,2,5720.4,1032.0,1945.0,1.0,0100 - Residential - Single Family Residence,96242.0,70584.0,166826.0,True,Not Eligible,Yes,Low,Low,,Outside Flood Zone,,No [APN: 6050025019],Yes,90.6
938,2112-011-019,186B105 437,21031 W RUNNYMEDE ST,91303,CD 3 - Bob Blumenfield,Canoga Park - Winnetka - Woodland Hills - West Hills,Canoga Park,R1,Single Family Residential,R1-1,Low Residential,,0,6499.8,1004.0,1951.0,1.0,0101 - Residential - Single Family Residence - Pool,68182.0,122486.0,190668.0,True,Not Eligible,Yes,Medium,Medium,,Outside Flood Zone,,No [APN: 2112011019],,87.5
939,2177-008-039,165B121 269,4255 N NOGALES DR,91356,CD 3 - Bob Blumenfield,Encino - Tarzana,Tarzana,RA-1,,RA-1,Very Low I Residential,,0,17231.3,2468.0,1965.0,1.0,0100 - Residential - Single Family Residence,225369.0,298204.0,523573.0,False,Not Eligible,,Medium,Medium,,Outside Flood Zone,,No [APN: 2177008039],,81.2
940,2316-019-007,186B169 678,7408 N KRAFT AVE,91605,CD 2 - Adrin Nazarian,Sun Valley - La Tuna Canyon,North Hollywood Northeast,R1,Single Family Residential,R1-1,Low Residential,,0,6751.3,1516.0,1944.0,1.0,0101 - Residential - Single Family Residence - Pool,203340.0,182156.0,385496.0,False,Not Eligible,Yes,Low,Medium,,Outside Flood Zone,,No [APN: 2316019007],,87.5
941,7421-023-028,036B205 913,1443 N MARINE AVE,90744,CD 15 - Tim McOsker,Wilmington - Harbor City,Wilmington,R1,Single Family Residential,R1-1XL-O-CUGU,Low Residential,,1,5484.8,1662.0,1964.0,1.0,0100 - Residential - Single Family Residence,251539.0,167904.0,419443.0,True,Not Eligible,Yes,Low,Low,Methane Zone,Outside Flood Zone,,No [APN: 7421023028],,90.6
942,2443-021-032,168B189 100,,,,,,,,,,,0,7031.2,1273.0,1940.0,1.0,0100 - Residential - Single Family Residence,162419.0,22178.0,184597.0,False,Not Eligible,Yes,,,,Outside Flood Zone,,No [APN: 2443021032],,53.1
943,5003-027-038,108B193 965,5611 S DENKER AVE,90062,CD 8 - Marqueece Harris-Dawson,South Los Angeles,Empowerment Congress Central,R2,Two Family Residential,R2-1-CPIO,Low Medium I Residential,SOUTH LOS ANGELES ALCOHOL SALES,3,5566.1,1148.0,1913.0,1.0,0100 - Residential - Single Family Residence,98725.0,73080.0,171805.0,True,Not Eligible,Yes,Low,Low,,500 Yr,,No [APN: 5003027038],Yes,93.8
945,5539-005-006,144B197 1073,957 N VIRGIL AVE,90029,CD 13 - Hugo Soto-Martinez,Hollywood,East Hollywood,R3,Multiple Family Residential,R3-1,Medium Residential,VERMONT / WESTERN STATION NEIGHBORHOOD AREA PLAN,2,1700.0,1500.0,1985.0,0.0,2700 - Commercial - Parking Lot (Commercial Use Property) - Lots - Patron or Employee - One Story,135640.0,4354.0,139994.0,True,Not Eligible,Yes,Medium-High,High,,100 Yr - Zone AH,,No [APN: 5539005006],,90.6
946,2123-011-010,180B129 946,6415 N ENFIELD AVE,91335,CD 4 - Nithya Raman,Reseda - West Van Nuys,Reseda,R1,Single Family Residential,R1-1-RIO,Low Residential,,1,6058.8,1117.0,1950.0,1.0,0100 - Residential - Single Family Residence,283266.0,77441.0,360707.0,False,Not Eligible,Yes,Medium,Medium,,Outside Flood Zone,,No [APN: 2123011010],,87.5
947,4247-028-020,114B153 574,12623 W PRESTON WAY,90066,CD 11 - Traci Park,Palms - Mar Vista - Del Rey,Mar Vista,R1,Single Family Residential,R1V2,Low Residential,LOS ANGELES COASTAL TRANSPORTATION CORRIDOR,2,5741.5,1844.0,1946.0,1.0,0100 - Residential - Single Family Residence,102172.0,55252.0,157424.0,False,Not Eligible,Yes,High,High,,Outside Flood Zone,,No [APN: 4247028020],,90.6
948,2369-038-010,162B169 752,11491 W SUNSHINE TER,91604,CD 4 - Nithya Raman,Sherman Oaks - Studio City - Toluca Lake - Cahuenga Pass,Studio City,R1,Single Family Residential,R1-1,Low Residential,,0,5247.5,1196.0,1929.0,1.0,0100 - Residential - Single Family Residence,541640.0,286738.0,828378.0,False,Not Eligible,Yes,Medium,High,,Outside Flood Zone,,No [APN: 2369038010],,87.5
950,2167-019-039,171B105 813,5160 N ALHAMA DR,91364,CD 3 - Bob Blumenfield,Canoga Park - Winnetka - Woodland Hills - West Hills,Woodland Hills-Warner Center,R1,Single Family Residential,R1-1,Low Residential,,0,6508.8,3224.0,2000.0,1.0,0100 - Residential - Single Family Residence,464635.0,491464.0,956099.0,False,Not Eligible,,Medium,Medium,,Outside Flood Zone,,No [APN: 2167019039],,84.4
951,5221-016-015,138A237 289,2271 N VANDALIA AVE,90032,CD 14 - Ysabel Jurado,Northeast Los Angeles,LA32,R1,Single Family Residential,R1-1,Low Residential,,0,4798.5,1174.0,1926.0,1.0,0100 - Residential - Single Family Residence,210558.0,195680.0,406238.0,False,Not Eligible,Yes,Medium,Medium,,Outside Flood Zone,,No [APN: 5221016015],,87.5
952,2558-044-011,204B193 835,10235 N IRMA AVE,91042,CD 7 - Monica Rodriguez,Sunland - Tujunga - Lake View Terrace - Shadow Hills - East La Tuna Canyon,Sunland-Tujunga,R1,Single Family Residential,R1-1-RFA,Low Residential,,0,4090.0,850.0,1953.0,1.0,0100 - Residential - Single Family Residence,97385.0,61222.0,158607.0,False,Not Eligible,,Low,Low,,Outside Flood Zone,,No [APN: 2558044011],,84.4
954,2609-021-024,219B133 356,12504 N NEDRA DR,91344,CD 12 - John Lee,Granada Hills - Knollwood,Granada Hills North,RA-1,,RA-1,Very Low I Residential,,0,17805.1,3311.0,1964.0,1.0,0101 - Residential - Single Family Residence - Pool,59379.0,402833.0,462212.0,False,Not Eligible,,Low,Low,,Outside Flood Zone,,No [APN: 2609021024],,81.2
955,2212-015-006,189B153 296,14131 W LANARK ST,91402,CD 6 - Imelda Padilla,Mission Hills - Panorama City - North Hills,Panorama City,R1,Single Family Residential,R1-1,Low Residential,,0,5401.9,852.0,1949.0,1.0,0100 - Residential - Single Family Residence,393000.0,117078.0,510078.0,True,Not Eligible,Yes,Low,Medium,,Outside Flood Zone,,No [APN: 2212015006],,87.5
956,4311-003-017,123B165 706,3230 S PROVON LN,90034,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,WEST LOS ANGELES TRANSPORTATION IMPROVEMENT AND MITIGATION,2,6133.0,1881.0,1955.0,1.0,0100 - Residential - Single Family Residence,538021.0,228525.0,766546.0,True,Not Eligible,,High,High,,Outside Flood Zone,,No [APN: 4311003017],,87.5
957,2324-022-003,183B161 313,7047 N BABCOCK AVE,91605,CD 2 - Adrin Nazarian,North Hollywood - Valley Village,North Hollywood West,R1,Single Family Residential,R1-1,Low Residential,,0,6719.8,1301.0,1953.0,1.0,0100 - Residential - Single Family Residence,171123.0,276325.0,447448.0,False,Not Eligible,Yes,Medium,Medium,,Outside Flood Zone,,No [APN: 2324022003],,87.5
958,2786-026-038,192B125 971,18442 W MURAL PL,91325,CD 12 - John Lee,Northridge,Northridge South,(Q)C2-1VL,,(Q)C2-1VL,General Commercial,,0,2174.3,1725.0,2020.0,1.0,01S0 - Residential - Single Family Residence - Small Lot,269280.0,479625.0,748905.0,True,Not Eligible,Yes,Low,Medium,,Outside Flood Zone,,No [APN: 2786026038],,84.4
959,5229-028-033,130-5A229 167,1069 N SENTINEL AVE,90063,CD 14 - Ysabel Jurado,Boyle Heights,Boyle Heights,R2,Two Family Residential,R2-1-CUGU,Low Medium I Residential,,0,4819.3,3042.0,1931.0,2.0,"0200 - Residential - Double, Duplex, or Two Units - 4 Stories or Less",19251.0,35758.0,55009.0,True,Not Eligible,Yes,Low,Medium,,Outside Flood Zone,,Yes [APN: 5229028033],,87.5
960,2213-020-008,192B157 872,8151 N VENTURA CANYON AVE,91402,CD 6 - Imelda Padilla,Mission Hills - Panorama City - North Hills,Panorama City,RA-1,,RA-1,Community Commercial,,0,22499.1,,,,7400 - Institutional - Hospital - One Story,1655398.0,0.0,1655398.0,True,Not Eligible,Yes,Low,Medium,,Outside Flood Zone,,No [APN: 2213020008],,75.0
961,4127-008-016,099B173 230,7525 S MIDFIELD AVE,90045,CD 11 - Traci Park,Westchester - Playa del Rey,Westchester/Playa,R1,Single Family Residential,R1-1,Low Residential,LOS ANGELES COASTAL TRANSPORTATION CORRIDOR,2,5663.6,1264.0,1950.0,1.0,0100 - Residential - Single Family Residence,185721.0,71069.0,256790.0,True,Not Eligible,Yes,High,High,,Outside Flood Zone,,No [APN: 4127008016],,90.6
962,2555-006-004,207B189 465,10755 N RUSSETT AVE,91040,CD 7 - Monica Rodriguez,Sunland - Tujunga - Lake View Terrace - Shadow Hills - East La Tuna Canyon,Sunland-Tujunga,R1,Single Family Residential,R1-1-RFA,Low Residential,,0,6429.1,1345.0,1951.0,1.0,0100 - Residential - Single Family Residence,130534.0,161501.0,292035.0,False,Not Eligible,,Low,Low,,Outside Flood Zone,,No [APN: 2555006004],,84.4
963,2024-023-901,183B097 702,22641 W VANOWEN ST,91307,CD 12 - John Lee,Canoga Park - Winnetka - Woodland Hills - West Hills,West Hills,OS,Open Space,OS-1XL,Open Space,,0,146738.1,,,,010V - Residential - Single Family Residence - Vacant Land,102979.0,0.0,102979.0,True,Not Eligible,Yes,Medium,Medium,,Outside Flood Zone,,No [APN: 2024023901],,78.1
964,7444-010-009,024B193 432,,,,,,,,,,,0,5676.8,1623.0,1973.0,1.0,0100 - Residential - Single Family Residence,48168.0,71554.0,119722.0,False,Not Eligible,Yes,,,,Outside Flood Zone,,No [APN: 7444010009],,53.1
965,2639-036-001,195B153 374,14144 W OSBORNE ST,91402,CD 6 - Imelda Padilla,Mission Hills - Panorama City - North Hills,Panorama City,R1,Single Family Residential,R1-1,Low Residential,,0,6584.7,1026.0,1950.0,1.0,0100 - Residential - Single Family Residence,218959.0,103853.0,322812.0,True,Not Eligible,Yes,Low,Medium,,Outside Flood Zone,,No [APN: 2639036001],,87.5
966,5551-007-011,150B177 357,,,CD 4 - Nithya Raman,Hollywood,Hollywood Hills West,R1,Single Family Residential,R1-1-HCR,Low II Residential,,0,20.9,2128.0,2017.0,1.0,0133 - Residential - Single Family Residence - Pool and Misc.,784762.0,970338.0,1755100.0,True,Not Eligible,Yes,Medium-High,High,,Outside Flood Zone,Yes,No [APN: 5551007011],,84.4
967,6020-031-003,102B201 1329,,,CD 8 - Marqueece Harris-Dawson,South Los Angeles,,R2,Two Family Residential,R2-1,Low Medium I Residential,SOUTH LOS ANGELES ALCOHOL SALES,2,608.6,630.0,1987.0,1.0,"0200 - Residential - Double, Duplex, or Two Units - 4 Stories or Less",17011.0,94096.0,111107.0,True,Not Eligible,Yes,Low,Low,,Outside Flood Zone,,Yes [APN: 6020031003],,81.2
968,2177-044-013,159B117 67,,,CD 3 - Bob Blumenfield,Encino - Tarzana,Tarzana,RA-1,,RA-1,Minimum Residential,MULHOLLAND SCENIC PARKWAY (OUTER CORRIDOR),2,62558.5,,,,010V - Residential - Single Family Residence - Vacant Land,9.0,0.0,9.0,False,Not Eligible,,Medium,Medium,,Outside Flood Zone,,No [APN: 2177044013],,68.8
969,6035-010-014,099B193 1262,1951 W 82ND ST,90047,CD 8 - Marqueece Harris-Dawson,South Los Angeles,Empowerment Congress Southwest,R1,Single Family Residential,R1-1,Low II Residential,SOUTH LOS ANGELES ALCOHOL SALES,2,5940.3,1248.0,1927.0,1.0,0100 - Residential - Single Family Residence,282205.0,77154.0,359359.0,True,Not Eligible,Yes,Low,Low,,Outside Flood Zone,,No [APN: 6035010014],,90.6
970,2506-025-004,222B149 688,14711 W POLK ST,91342,CD 7 - Monica Rodriguez,Sylmar,Sylmar,R1,Single Family Residential,R1-1,Low II Residential,,0,2503.0,995.0,1963.0,1.0,0100 - Residential - Single Family Residence,40953.0,104528.0,145481.0,False,Not Eligible,,Low,Low,,Outside Flood Zone,,No [APN: 2506025004],,84.4
971,5493-002-014,154-5A231 177,219 N NEWLAND ST,90042,CD 14 - Ysabel Jurado,Northeast Los Angeles,Historic Highland Park,RD1,,RD1.5-1,Low Medium II Residential,,0,2871.2,966.0,1924.0,1.0,0100 - Residential - Single Family Residence,251159.0,68667.0,319826.0,True,Not Eligible,Yes,Medium,Medium,,Outside Flood Zone,Yes,No [APN: 5493002014],Yes,90.6
972,2726-009-053,204B117 252,10229 N MELVIN AVE,91324,CD 12 - John Lee,Chatsworth - Porter Ranch,Northridge West,RE,Residential Estate,RE11-1,Very Low II Residential,,0,11043.9,2436.0,1978.0,1.0,0101 - Residential - Single Family Residence - Pool,576810.0,216966.0,793776.0,False,Not Eligible,,Low,Low,,Outside Flood Zone,,No [APN: 2726009053],,84.4
973,2562-013-016,198B197 347,7328 W TRANQUIL DR,91042,CD 7 - Monica Rodriguez,Sunland - Tujunga - Lake View Terrace - Shadow Hills - East La Tuna Canyon,Sunland-Tujunga,A1,Agricultural,A1-1,Very Low II Residential,SAN GABRIEL / VERDUGO MOUNTAINS SCENIC PRESERVATION,2,15923.9,348.0,1939.0,1.0,0100 - Residential - Single Family Residence,115433.0,45856.0,161289.0,False,Not Eligible,,Low,Low,,Outside Flood Zone,,No [APN: 2562013016],,87.5
975,2419-019-010,171B177 1197,5012 N AUCKLAND AVE,91601,CD 2 - Adrin Nazarian,North Hollywood - Valley Village,Greater Toluca Lake,R1,Single Family Residential,R1-1,Low Residential,,0,5915.6,1367.0,1939.0,1.0,0100 - Residential - Single Family Residence,503729.0,195988.0,699717.0,False,Not Eligible,Yes,Medium,Medium,,Outside Flood Zone,,No [APN: 2419019010],,87.5
976,6005-019-019,105B201 713,158 W 61ST ST,90003,CD 9 - Curren D. Price Jr.,Southeast Los Angeles,Community and Neighbors for Ninth District Unity,R2,Two Family Residential,R2-1,Low Medium I Residential,SOUTH LOS ANGELES ALCOHOL SALES,2,5120.1,1697.0,1952.0,2.0,"0200 - Residential - Double, Duplex, or Two Units - 4 Stories or Less",15661.0,33794.0,49455.0,True,Not Eligible,Yes,Low,Low,,Outside Flood Zone,,Yes [APN: 6005019019],Yes,93.8
977,5515-002-005,138B185 338,140 S JUNE ST,90004,CD 5 - Katy Young Yaroslavsky,Wilshire,Greater Wilshire,RE,Residential Estate,RE11-1-HPOZ,Very Low II Residential,,1,17500.0,5147.0,1926.0,1.0,0101 - Residential - Single Family Residence - Pool,927826.0,915384.0,1843210.0,True,Not Eligible,Yes,Medium-High,High,Methane Zone,Outside Flood Zone,,No [APN: 5515002005],,90.6
978,4348-018-026,144B157 1515,,,,,,,,,,,0,854.6,,,,010V - Residential - Single Family Residence - Vacant Land,20167.0,0.0,20167.0,False,Not Eligible,,,,,Outside Flood Zone,,No [APN: 4348018026],,40.6
979,2377-009-015,159B169 153,,,CD 4 - Nithya Raman,Sherman Oaks - Studio City - Toluca Lake - Cahuenga Pass,Studio City,RE,Residential Estate,RE15-1-H,Very Low Residential,,0,1980.6,,,,010V - Residential - Single Family Residence - Vacant Land,193.0,0.0,193.0,False,Not Eligible,Yes,Medium,High,,Outside Flood Zone,,No [APN: 2377009015],,71.9
980,5309-026-009,147A239 120,4432 N BERKSHIRE AVE,90032,CD 14 - Ysabel Jurado,Northeast Los Angeles,LA32,R1,Single Family Residential,R1-1-HPOZ,Low Residential,,1,4747.2,1274.0,1924.0,1.0,0100 - Residential - Single Family Residence,175195.0,79770.0,254965.0,True,Not Eligible,Yes,Medium,Medium,,Outside Flood Zone,,No [APN: 5309026009],,87.5
981,2128-003-017,180B121 335,6545 N WILBUR AVE,91335,CD 3 - Bob Blumenfield,Reseda - West Van Nuys,Reseda,RMP-1-RIO,,RMP-1-RIO,Low Medium II Residential,,1,373485.5,1624.0,1960.0,108.0,0901 - Residential - Manufactured Home Park - Pool,14459556.0,245166.0,14704722.0,False,Not Eligible,Yes,Medium,Medium,,100 Yr - Contained in Channel,,Yes [APN: 2128003017],Yes,87.5
982,5053-021-003,123B193 951,2712 1/2 S LA SALLE AVE,90018,CD 8 - Marqueece Harris-Dawson,South Los Angeles,Empowerment Congress North,R1,Single Family Residential,R1R3-O-CPIO,Low II Residential,SOUTH LOS ANGELES ALCOHOL SALES,4,7500.1,2630.0,1903.0,1.0,0100 - Residential - Single Family Residence,88097.0,79952.0,168049.0,True,Not Eligible,Yes,Low,Low,Methane Zone,Outside Flood Zone,,No [APN: 5053021003],,93.8
983,5016-015-906,111B193 503,4610 S ST ANDREWS PL,90062,CD 8 - Marqueece Harris-Dawson,South Los Angeles,Empowerment Congress Central,P,Parking,PF-1,Public Facilities,SOUTH LOS ANGELES ALCOHOL SALES,2,6891.7,,,,7200 - Institutional - School (Private) - One Story,130191.0,0.0,130191.0,True,Not Eligible,Yes,Low,Low,,500 Yr,,No [APN: 5016015906],,81.2
985,4248-029-042,114B157 1270,12035 W VENICE BLVD,90066,CD 11 - Traci Park,Palms - Mar Vista - Del Rey,Mar Vista,C2,General Commercial,C2-1,Community Commercial,WEST LOS ANGELES TRANSPORTATION IMPROVEMENT AND MITIGATION,3,7842.0,1390.0,1984.0,0.0,"2110 - Commercial - Restaurant, Cocktail Lounge - Fast Food - Walk Up - One Story",483083.0,283806.0,766889.0,True,OC-2,Yes,High,High,,Outside Flood Zone,,No [APN: 4248029042],Yes,93.8
986,5002-029-018,108B197 96,1147 W 52ND ST,90037,CD 9 - Curren D. Price Jr.,South Los Angeles,Voices,R2,Two Family Residential,R2-1-CPIO,Low Medium I Residential,SOUTH LOS ANGELES ALCOHOL SALES,3,5374.1,1237.0,1912.0,1.0,0100 - Residential - Single Family Residence,48706.0,48098.0,96804.0,True,Not Eligible,Yes,Low,Low,,Outside Flood Zone,,No [APN: 5002029018],Yes,93.8
987,2217-001-161,186B153 889,7343 N TYRONE AVE,91405,CD 2 - Adrin Nazarian,Van Nuys - North Sherman Oaks,Van Nuys,R1,Single Family Residential,R1-1,Low Residential,,0,5699.7,1972.0,1948.0,1.0,0100 - Residential - Single Family Residence,104257.0,224198.0,328455.0,True,Not Eligible,Yes,Low,Medium,,Outside Flood Zone,,No [APN: 2217001161],,87.5
988,2266-008-037,165A151 118,4217 N BEVERLY GLEN BLVD,91423,CD 4 - Nithya Raman,Sherman Oaks - Studio City - Toluca Lake - Cahuenga Pass,Sherman Oaks,RE,Residential Estate,RE9-1,Low Residential,,0,5570.9,1618.0,1924.0,1.0,0100 - Residential - Single Family Residence,728595.0,219932.0,948527.0,True,Not Eligible,Yes,Medium,High,,Outside Flood Zone,,No [APN: 2266008037],,87.5
989,5191-009-009,118-5A227 23,1143 S MIRASOL ST,90023,CD 14 - Ysabel Jurado,Boyle Heights,Boyle Heights,R2,Two Family Residential,R2-1-CUGU,Low Medium I Residential,,0,4996.1,740.0,1920.0,1.0,0100 - Residential - Single Family Residence,22386.0,13694.0,36080.0,True,Not Eligible,Yes,Low,Medium,,Outside Flood Zone,,No [APN: 5191009009],Yes,90.6
990,2624-006-002,201B161 141,9955 N TAMARACK AVE,91331,CD 7 - Monica Rodriguez,Arleta - Pacoima,Pacoima,R1,Single Family Residential,R1-1-CUGU,Low Residential,,0,5634.4,1864.0,1961.0,1.0,0100 - Residential - Single Family Residence,94336.0,176759.0,271095.0,True,Not Eligible,Yes,Low,Medium,Methane Buffer Zone,Outside Flood Zone,,No [APN: 2624006002],,90.6
991,5042-034-021,120B193 866,1807 W 35TH ST,90018,CD 8 - Marqueece Harris-Dawson,South Los Angeles,Empowerment Congress North,R2,Two Family Residential,R2-1-O,Low Medium I Residential,SOUTH LOS ANGELES ALCOHOL SALES,3,4793.0,540.0,2019.0,1.0,Not Available,324729.0,440640.0,765369.0,True,Not Eligible,Yes,Low,Low,Methane Zone,500 Yr,,Yes [APN: 5042034021],,93.8
992,2028-025-002,183B089 98,7155 N DARNOCH WAY,91307,CD 12 - John Lee,Canoga Park - Winnetka - Woodland Hills - West Hills,West Hills,RE,Residential Estate,RE11-1,Very Low Residential,,0,15229.0,1600.0,1961.0,1.0,0101 - Residential - Single Family Residence - Pool,510900.0,175352.0,686252.0,False,Not Eligible,,Medium,Medium,,Outside Flood Zone,,No [APN: 2028025002],,84.4
